Date,Short_Sector,Group,Value
1999-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,3.9
1999-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,2.6
1999-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.3
1999-05-01,Mining,Mining,365.6
1999-05-01,Manufacturing Total,Manufacturing,72.6
1999-05-01,Electric and Gas Utilities,Utilities,110.7
1999-05-01,Pharmaceuticals,Manufacturing,85.1
1999-05-01,Mining Growth,Mining Growth,-1.2
1999-05-01,Wood and Paper Products Growth,Manufacturing Growth,10.7
1999-05-01,Chemicals Growth,Chemicals Growth,2.5
1999-05-01,Engineering and Allied Industries Growth,Aggregate Growth,5
1999-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,3.2
1999-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,2.1
1999-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.5
1999-06-01,Mining,Mining,358.9
1999-06-01,Manufacturing Total,Manufacturing,72.4
1999-06-01,Electric and Gas Utilities,Utilities,114.2
1999-06-01,Pharmaceuticals,Manufacturing,94.6
1999-06-01,Mining Growth,Mining Growth,-1.6
1999-06-01,Wood and Paper Products Growth,Manufacturing Growth,11
1999-06-01,Chemicals Growth,Chemicals Growth,8.1
1999-06-01,Engineering and Allied Industries Growth,Aggregate Growth,2.3
1999-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,4
1999-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,2.8
1999-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.8
1999-07-01,Mining,Mining,372.1
1999-07-01,Manufacturing Total,Manufacturing,73
1999-07-01,Electric and Gas Utilities,Utilities,112.8
1999-07-01,Pharmaceuticals,Manufacturing,91
1999-07-01,Mining Growth,Mining Growth,4.9
1999-07-01,Wood and Paper Products Growth,Manufacturing Growth,6.2
1999-07-01,Chemicals Growth,Chemicals Growth,0.9
1999-07-01,Engineering and Allied Industries Growth,Aggregate Growth,0.1
1999-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,1.7
1999-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,2.3
1999-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.2
1999-08-01,Mining,Mining,372.4
1999-08-01,Manufacturing Total,Manufacturing,73.6
1999-08-01,Electric and Gas Utilities,Utilities,115.2
1999-08-01,Pharmaceuticals,Manufacturing,90.4
1999-08-01,Mining Growth,Mining Growth,3.2
1999-08-01,Wood and Paper Products Growth,Manufacturing Growth,15.9
1999-08-01,Chemicals Growth,Chemicals Growth,15.2
1999-08-01,Engineering and Allied Industries Growth,Aggregate Growth,8.5
1999-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,6.8
1999-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,7.6
1999-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.4
1999-09-01,Mining,Mining,366.7
1999-09-01,Manufacturing Total,Manufacturing,74.5
1999-09-01,Electric and Gas Utilities,Utilities,110
1999-09-01,Pharmaceuticals,Manufacturing,96
1999-09-01,Mining Growth,Mining Growth,1.1
1999-09-01,Wood and Paper Products Growth,Manufacturing Growth,10.1
1999-09-01,Chemicals Growth,Chemicals Growth,8.4
1999-09-01,Engineering and Allied Industries Growth,Aggregate Growth,5.9
1999-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.5
1999-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.7
1999-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.3
1999-10-01,Mining,Mining,366.3
1999-10-01,Manufacturing Total,Manufacturing,73.7
1999-10-01,Electric and Gas Utilities,Utilities,113.2
1999-10-01,Pharmaceuticals,Manufacturing,100
1999-10-01,Mining Growth,Mining Growth,-0.3
1999-10-01,Wood and Paper Products Growth,Manufacturing Growth,2.7
1999-10-01,Chemicals Growth,Chemicals Growth,11.5
1999-10-01,Engineering and Allied Industries Growth,Aggregate Growth,-1
1999-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,1.5
1999-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,3.5
1999-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.7
1999-11-01,Mining,Mining,369.9
1999-11-01,Manufacturing Total,Manufacturing,74.5
1999-11-01,Electric and Gas Utilities,Utilities,108.5
1999-11-01,Pharmaceuticals,Manufacturing,104.8
1999-11-01,Mining Growth,Mining Growth,1.4
1999-11-01,Wood and Paper Products Growth,Manufacturing Growth,7.3
1999-11-01,Chemicals Growth,Chemicals Growth,20.1
1999-11-01,Engineering and Allied Industries Growth,Aggregate Growth,7.2
1999-11-01,MIG Consumer Goods Growth,Consumer Goods Growth,7.7
1999-11-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,9.8
1999-11-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,3.1
1999-12-01,Mining,Mining,358.6
1999-12-01,Manufacturing Total,Manufacturing,73.7
1999-12-01,Electric and Gas Utilities,Utilities,104.8
1999-12-01,Pharmaceuticals,Manufacturing,88.6
1999-12-01,Mining Growth,Mining Growth,-3.1
1999-12-01,Wood and Paper Products Growth,Manufacturing Growth,3.9
1999-12-01,Chemicals Growth,Chemicals Growth,13.8
1999-12-01,Engineering and Allied Industries Growth,Aggregate Growth,5.8
1999-12-01,MIG Consumer Goods Growth,Consumer Goods Growth,0.6
1999-12-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,2.7
1999-12-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.4
2000-01-01,Mining,Mining,357.9
2000-01-01,Manufacturing Total,Manufacturing,74.6
2000-01-01,Electric and Gas Utilities,Utilities,100.8
2000-01-01,Pharmaceuticals,Manufacturing,94.4
2000-01-01,Mining Growth,Mining Growth,-2.7
2000-01-01,Wood and Paper Products Growth,Manufacturing Growth,3.5
2000-01-01,Chemicals Growth,Chemicals Growth,7.2
2000-01-01,Engineering and Allied Industries Growth,Aggregate Growth,2.2
2000-01-01,MIG Consumer Goods Growth,Consumer Goods Growth,6.8
2000-01-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,8.5
2000-01-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.6
2000-02-01,Mining,Mining,362.2
2000-02-01,Manufacturing Total,Manufacturing,75.2
2000-02-01,Electric and Gas Utilities,Utilities,96.7
2000-02-01,Pharmaceuticals,Manufacturing,93
2000-02-01,Mining Growth,Mining Growth,-2.3
2000-02-01,Wood and Paper Products Growth,Manufacturing Growth,10
2000-02-01,Chemicals Growth,Chemicals Growth,15.6
2000-02-01,Engineering and Allied Industries Growth,Aggregate Growth,7.4
2000-02-01,MIG Consumer Goods Growth,Consumer Goods Growth,9.2
2000-02-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,10.5
2000-02-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.6
2000-03-01,Mining,Mining,356.1
2000-03-01,Manufacturing Total,Manufacturing,75.4
2000-03-01,Electric and Gas Utilities,Utilities,93.1
2000-03-01,Pharmaceuticals,Manufacturing,90.3
2000-03-01,Mining Growth,Mining Growth,-4
2000-03-01,Wood and Paper Products Growth,Manufacturing Growth,1.4
2000-03-01,Chemicals Growth,Chemicals Growth,3.1
2000-03-01,Engineering and Allied Industries Growth,Aggregate Growth,7.7
2000-03-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.9
2000-03-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,3.2
2000-03-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0
2000-04-01,Mining,Mining,339.5
2000-04-01,Manufacturing Total,Manufacturing,75.5
2000-04-01,Electric and Gas Utilities,Utilities,91.4
2000-04-01,Pharmaceuticals,Manufacturing,88
2000-04-01,Mining Growth,Mining Growth,-8.4
2000-04-01,Wood and Paper Products Growth,Manufacturing Growth,-3.3
2000-04-01,Chemicals Growth,Chemicals Growth,0.6
2000-04-01,Engineering and Allied Industries Growth,Aggregate Growth,1.6
2000-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,2.6
2000-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,0.7
2000-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.3
2000-05-01,Mining,Mining,327.6
2000-05-01,Manufacturing Total,Manufacturing,75.9
2000-05-01,Electric and Gas Utilities,Utilities,90.6
2000-05-01,Pharmaceuticals,Manufacturing,96
2000-05-01,Mining Growth,Mining Growth,-9.3
2000-05-01,Wood and Paper Products Growth,Manufacturing Growth,3.2
2000-05-01,Chemicals Growth,Chemicals Growth,15.4
2000-05-01,Engineering and Allied Industries Growth,Aggregate Growth,14.7
2000-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,13.7
2000-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,10.9
2000-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.5
2000-06-01,Mining,Mining,341
2000-06-01,Manufacturing Total,Manufacturing,76.3
2000-06-01,Electric and Gas Utilities,Utilities,87
2000-06-01,Pharmaceuticals,Manufacturing,100.5
2000-06-01,Mining Growth,Mining Growth,-4.1
2000-06-01,Wood and Paper Products Growth,Manufacturing Growth,-2.6
2000-06-01,Chemicals Growth,Chemicals Growth,4.1
2000-06-01,Engineering and Allied Industries Growth,Aggregate Growth,11.5
2000-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,9.4
2000-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,6.9
2000-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.8
2000-07-01,Mining,Mining,330.7
2000-07-01,Manufacturing Total,Manufacturing,75.8
2000-07-01,Electric and Gas Utilities,Utilities,87.4
2000-07-01,Pharmaceuticals,Manufacturing,84
2000-07-01,Mining Growth,Mining Growth,-11.1
2000-07-01,Wood and Paper Products Growth,Manufacturing Growth,-4.1
2000-07-01,Chemicals Growth,Chemicals Growth,5.6
2000-07-01,Engineering and Allied Industries Growth,Aggregate Growth,6.2
2000-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,3.9
2000-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-0.2
2000-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.9
2000-08-01,Mining,Mining,324
2000-08-01,Manufacturing Total,Manufacturing,77
2000-08-01,Electric and Gas Utilities,Utilities,89.6
2000-08-01,Pharmaceuticals,Manufacturing,92.7
2000-08-01,Mining Growth,Mining Growth,-12.4
2000-08-01,Wood and Paper Products Growth,Manufacturing Growth,-0.4
2000-08-01,Chemicals Growth,Chemicals Growth,8.2
2000-08-01,Engineering and Allied Industries Growth,Aggregate Growth,13.6
2000-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,12.1
2000-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,6.5
2000-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.1
2000-09-01,Mining,Mining,318.6
2000-09-01,Manufacturing Total,Manufacturing,76.8
2000-09-01,Electric and Gas Utilities,Utilities,92.1
2000-09-01,Pharmaceuticals,Manufacturing,93.3
2000-09-01,Mining Growth,Mining Growth,-14.1
2000-09-01,Wood and Paper Products Growth,Manufacturing Growth,-7.5
2000-09-01,Chemicals Growth,Chemicals Growth,0.7
2000-09-01,Engineering and Allied Industries Growth,Aggregate Growth,7.3
2000-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,5.2
2000-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-0.6
2000-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.8
2000-10-01,Mining,Mining,309
2000-10-01,Manufacturing Total,Manufacturing,77
2000-10-01,Electric and Gas Utilities,Utilities,95.3
2000-10-01,Pharmaceuticals,Manufacturing,94.2
2000-10-01,Mining Growth,Mining Growth,-15.5
2000-10-01,Wood and Paper Products Growth,Manufacturing Growth,3.1
2000-10-01,Chemicals Growth,Chemicals Growth,4.2
2000-10-01,Engineering and Allied Industries Growth,Aggregate Growth,15.4
2000-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,9.7
2000-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,3.4
2000-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.1
2000-11-01,Mining,Mining,318.8
2000-11-01,Manufacturing Total,Manufacturing,77.4
2000-11-01,Electric and Gas Utilities,Utilities,98.3
2000-11-01,Pharmaceuticals,Manufacturing,92.2
2000-11-01,Mining Growth,Mining Growth,-13.9
2000-11-01,Wood and Paper Products Growth,Manufacturing Growth,0.8
2000-11-01,Chemicals Growth,Chemicals Growth,-1.5
2000-11-01,Engineering and Allied Industries Growth,Aggregate Growth,12
2000-11-01,MIG Consumer Goods Growth,Consumer Goods Growth,5.9
2000-11-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-0.5
2000-11-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.4
2000-12-01,Mining,Mining,311.7
2000-12-01,Manufacturing Total,Manufacturing,79.5
2000-12-01,Electric and Gas Utilities,Utilities,101.7
2000-12-01,Pharmaceuticals,Manufacturing,79.8
2000-12-01,Mining Growth,Mining Growth,-12.6
2000-12-01,Wood and Paper Products Growth,Manufacturing Growth,-0.8
2000-12-01,Chemicals Growth,Chemicals Growth,-2.2
2000-12-01,Engineering and Allied Industries Growth,Aggregate Growth,9
2000-12-01,MIG Consumer Goods Growth,Consumer Goods Growth,5
2000-12-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-2.7
2000-12-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.2
2001-01-01,Mining,Mining,310.3
2001-01-01,Manufacturing Total,Manufacturing,78.5
2001-01-01,Electric and Gas Utilities,Utilities,115.4
2001-01-01,Pharmaceuticals,Manufacturing,97.4
2001-01-01,Mining Growth,Mining Growth,-11.8
2001-01-01,Wood and Paper Products Growth,Manufacturing Growth,8.4
2001-01-01,Chemicals Growth,Chemicals Growth,8.2
2001-01-01,Engineering and Allied Industries Growth,Aggregate Growth,20.3
2001-01-01,MIG Consumer Goods Growth,Consumer Goods Growth,12.9
2001-01-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.9
2001-01-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.3
2001-02-01,Mining,Mining,307.2
2001-02-01,Manufacturing Total,Manufacturing,78.8
2001-02-01,Electric and Gas Utilities,Utilities,114.4
2001-02-01,Pharmaceuticals,Manufacturing,86.6
2001-02-01,Mining Growth,Mining Growth,-15.5
2001-02-01,Wood and Paper Products Growth,Manufacturing Growth,-3.8
2001-02-01,Chemicals Growth,Chemicals Growth,-4.3
2001-02-01,Engineering and Allied Industries Growth,Aggregate Growth,11.4
2001-02-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.5
2001-02-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-4.1
2001-02-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.3
2001-03-01,Mining,Mining,310
2001-03-01,Manufacturing Total,Manufacturing,79.2
2001-03-01,Electric and Gas Utilities,Utilities,120.6
2001-03-01,Pharmaceuticals,Manufacturing,101.9
2001-03-01,Mining Growth,Mining Growth,-12.4
2001-03-01,Wood and Paper Products Growth,Manufacturing Growth,-1.6
2001-03-01,Chemicals Growth,Chemicals Growth,-3.2
2001-03-01,Engineering and Allied Industries Growth,Aggregate Growth,10.6
2001-03-01,MIG Consumer Goods Growth,Consumer Goods Growth,7
2001-03-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-0.2
2001-03-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.4
2001-04-01,Mining,Mining,317
2001-04-01,Manufacturing Total,Manufacturing,79.1
2001-04-01,Electric and Gas Utilities,Utilities,127.7
2001-04-01,Pharmaceuticals,Manufacturing,86.9
2001-04-01,Mining Growth,Mining Growth,-5.7
2001-04-01,Wood and Paper Products Growth,Manufacturing Growth,2.9
2001-04-01,Chemicals Growth,Chemicals Growth,3.2
2001-04-01,Engineering and Allied Industries Growth,Aggregate Growth,15.5
2001-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,9
2001-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,1.1
2001-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.6
2001-05-01,Mining,Mining,319.9
2001-05-01,Manufacturing Total,Manufacturing,78.6
2001-05-01,Electric and Gas Utilities,Utilities,123.4
2001-05-01,Pharmaceuticals,Manufacturing,95.8
2001-05-01,Mining Growth,Mining Growth,-2.1
2001-05-01,Wood and Paper Products Growth,Manufacturing Growth,3.5
2001-05-01,Chemicals Growth,Chemicals Growth,-2
2001-05-01,Engineering and Allied Industries Growth,Aggregate Growth,9.1
2001-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,5.8
2001-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,0.4
2001-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0
2001-06-01,Mining,Mining,307.7
2001-06-01,Manufacturing Total,Manufacturing,79.9
2001-06-01,Electric and Gas Utilities,Utilities,123.6
2001-06-01,Pharmaceuticals,Manufacturing,99.5
2001-06-01,Mining Growth,Mining Growth,-10.4
2001-06-01,Wood and Paper Products Growth,Manufacturing Growth,1.1
2001-06-01,Chemicals Growth,Chemicals Growth,-5.6
2001-06-01,Engineering and Allied Industries Growth,Aggregate Growth,9.1
2001-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,3.6
2001-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-3.4
2001-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.9
2001-07-01,Mining,Mining,313.8
2001-07-01,Manufacturing Total,Manufacturing,79.3
2001-07-01,Electric and Gas Utilities,Utilities,127.4
2001-07-01,Pharmaceuticals,Manufacturing,98.9
2001-07-01,Mining Growth,Mining Growth,-4.9
2001-07-01,Wood and Paper Products Growth,Manufacturing Growth,6.5
2001-07-01,Chemicals Growth,Chemicals Growth,-2.9
2001-07-01,Engineering and Allied Industries Growth,Aggregate Growth,13.7
2001-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,10.2
2001-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,4
2001-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.4
2001-08-01,Mining,Mining,316.2
2001-08-01,Manufacturing Total,Manufacturing,80.6
2001-08-01,Electric and Gas Utilities,Utilities,129
2001-08-01,Pharmaceuticals,Manufacturing,100.4
2001-08-01,Mining Growth,Mining Growth,-3.6
2001-08-01,Wood and Paper Products Growth,Manufacturing Growth,9.1
2001-08-01,Chemicals Growth,Chemicals Growth,-5.2
2001-08-01,Engineering and Allied Industries Growth,Aggregate Growth,10.1
2001-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,6.5
2001-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,2.1
2001-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.8
2001-09-01,Mining,Mining,313.5
2001-09-01,Manufacturing Total,Manufacturing,79.6
2001-09-01,Electric and Gas Utilities,Utilities,133
2001-09-01,Pharmaceuticals,Manufacturing,96.5
2001-09-01,Mining Growth,Mining Growth,-2.8
2001-09-01,Wood and Paper Products Growth,Manufacturing Growth,3
2001-09-01,Chemicals Growth,Chemicals Growth,-9.9
2001-09-01,Engineering and Allied Industries Growth,Aggregate Growth,7.5
2001-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,1.3
2001-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-3.3
2001-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.6
2001-10-01,Mining,Mining,306.3
2001-10-01,Manufacturing Total,Manufacturing,79.7
2001-10-01,Electric and Gas Utilities,Utilities,126.4
2001-10-01,Pharmaceuticals,Manufacturing,112.1
2001-10-01,Mining Growth,Mining Growth,-0.4
2001-10-01,Wood and Paper Products Growth,Manufacturing Growth,7.8
2001-10-01,Chemicals Growth,Chemicals Growth,-4.1
2001-10-01,Engineering and Allied Industries Growth,Aggregate Growth,10.1
2001-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,10.2
2001-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.2
2001-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.9
2001-11-01,Mining,Mining,307.1
2001-11-01,Manufacturing Total,Manufacturing,79.7
2001-11-01,Electric and Gas Utilities,Utilities,131
2001-11-01,Pharmaceuticals,Manufacturing,106.2
2001-11-01,Mining Growth,Mining Growth,-3.8
2001-11-01,Wood and Paper Products Growth,Manufacturing Growth,2.9
2001-11-01,Chemicals Growth,Chemicals Growth,-4.8
2001-11-01,Engineering and Allied Industries Growth,Aggregate Growth,7.1
2001-11-01,MIG Consumer Goods Growth,Consumer Goods Growth,7.6
2001-11-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,1.9
2001-11-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.2
2001-12-01,Mining,Mining,313.2
2001-12-01,Manufacturing Total,Manufacturing,79.1
2001-12-01,Electric and Gas Utilities,Utilities,128
2001-12-01,Pharmaceuticals,Manufacturing,96.1
2001-12-01,Mining Growth,Mining Growth,0.1
2001-12-01,Wood and Paper Products Growth,Manufacturing Growth,3.7
2001-12-01,Chemicals Growth,Chemicals Growth,-9.9
2001-12-01,Engineering and Allied Industries Growth,Aggregate Growth,0.4
2001-12-01,MIG Consumer Goods Growth,Consumer Goods Growth,5.3
2001-12-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,2.3
2001-12-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.8
2002-01-01,Mining,Mining,308.9
2002-01-01,Manufacturing Total,Manufacturing,79
2002-01-01,Electric and Gas Utilities,Utilities,119.4
2002-01-01,Pharmaceuticals,Manufacturing,105.9
2002-01-01,Mining Growth,Mining Growth,-0.8
2002-01-01,Wood and Paper Products Growth,Manufacturing Growth,3.3
2002-01-01,Chemicals Growth,Chemicals Growth,-8.2
2002-01-01,Engineering and Allied Industries Growth,Aggregate Growth,2.9
2002-01-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.4
2002-01-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,1.5
2002-01-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.6
2002-02-01,Mining,Mining,299.4
2002-02-01,Manufacturing Total,Manufacturing,79.8
2002-02-01,Electric and Gas Utilities,Utilities,114.7
2002-02-01,Pharmaceuticals,Manufacturing,107.9
2002-02-01,Mining Growth,Mining Growth,-2.7
2002-02-01,Wood and Paper Products Growth,Manufacturing Growth,3.9
2002-02-01,Chemicals Growth,Chemicals Growth,-7.2
2002-02-01,Engineering and Allied Industries Growth,Aggregate Growth,1.3
2002-02-01,MIG Consumer Goods Growth,Consumer Goods Growth,7.3
2002-02-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.8
2002-02-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.1
2002-03-01,Mining,Mining,299.5
2002-03-01,Manufacturing Total,Manufacturing,81.3
2002-03-01,Electric and Gas Utilities,Utilities,122.9
2002-03-01,Pharmaceuticals,Manufacturing,112
2002-03-01,Mining Growth,Mining Growth,-3.4
2002-03-01,Wood and Paper Products Growth,Manufacturing Growth,-0.4
2002-03-01,Chemicals Growth,Chemicals Growth,-12.2
2002-03-01,Engineering and Allied Industries Growth,Aggregate Growth,-2.8
2002-03-01,MIG Consumer Goods Growth,Consumer Goods Growth,2.6
2002-03-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,1.3
2002-03-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.7
2002-04-01,Mining,Mining,307.5
2002-04-01,Manufacturing Total,Manufacturing,79.2
2002-04-01,Electric and Gas Utilities,Utilities,111.8
2002-04-01,Pharmaceuticals,Manufacturing,103.4
2002-04-01,Mining Growth,Mining Growth,-2.1
2002-04-01,Wood and Paper Products Growth,Manufacturing Growth,10.3
2002-04-01,Chemicals Growth,Chemicals Growth,1.2
2002-04-01,Engineering and Allied Industries Growth,Aggregate Growth,10.4
2002-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,10.4
2002-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,6.6
2002-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.4
2002-05-01,Mining,Mining,320.5
2002-05-01,Manufacturing Total,Manufacturing,82.1
2002-05-01,Electric and Gas Utilities,Utilities,112.6
2002-05-01,Pharmaceuticals,Manufacturing,109.9
2002-05-01,Mining Growth,Mining Growth,1.2
2002-05-01,Wood and Paper Products Growth,Manufacturing Growth,6.9
2002-05-01,Chemicals Growth,Chemicals Growth,-2.1
2002-05-01,Engineering and Allied Industries Growth,Aggregate Growth,10.4
2002-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,9
2002-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,4.6
2002-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.9
2002-06-01,Mining,Mining,308.9
2002-06-01,Manufacturing Total,Manufacturing,76.7
2002-06-01,Electric and Gas Utilities,Utilities,119.7
2002-06-01,Pharmaceuticals,Manufacturing,103.1
2002-06-01,Mining Growth,Mining Growth,1.3
2002-06-01,Wood and Paper Products Growth,Manufacturing Growth,-3.9
2002-06-01,Chemicals Growth,Chemicals Growth,-9.5
2002-06-01,Engineering and Allied Industries Growth,Aggregate Growth,-2.8
2002-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,-1.2
2002-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-3.3
2002-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.1
2002-07-01,Mining,Mining,274
2002-07-01,Manufacturing Total,Manufacturing,85
2002-07-01,Electric and Gas Utilities,Utilities,113.3
2002-07-01,Pharmaceuticals,Manufacturing,109.3
2002-07-01,Mining Growth,Mining Growth,-12.4
2002-07-01,Wood and Paper Products Growth,Manufacturing Growth,15.6
2002-07-01,Chemicals Growth,Chemicals Growth,21.9
2002-07-01,Engineering and Allied Industries Growth,Aggregate Growth,10.6
2002-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,17.7
2002-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,13.1
2002-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.8
2002-08-01,Mining,Mining,281.3
2002-08-01,Manufacturing Total,Manufacturing,84.7
2002-08-01,Electric and Gas Utilities,Utilities,110.2
2002-08-01,Pharmaceuticals,Manufacturing,97.5
2002-08-01,Mining Growth,Mining Growth,-12.6
2002-08-01,Wood and Paper Products Growth,Manufacturing Growth,4.9
