Date,Short_Sector,Group,Value
2008-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,-2.4
2008-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-5.1
2008-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.3
2008-06-01,Mining,Mining,174.1
2008-06-01,Manufacturing Total,Manufacturing,94.9
2008-06-01,Electric and Gas Utilities,Utilities,85.7
2008-06-01,Pharmaceuticals,Manufacturing,137.4
2008-06-01,Mining Growth,Mining Growth,-5.3
2008-06-01,Wood and Paper Products Growth,Manufacturing Growth,4.4
2008-06-01,Chemicals Growth,Chemicals Growth,-8.2
2008-06-01,Engineering and Allied Industries Growth,Aggregate Growth,7.5
2008-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,2
2008-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,0.7
2008-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.1
2008-07-01,Mining,Mining,166.6
2008-07-01,Manufacturing Total,Manufacturing,95.8
2008-07-01,Electric and Gas Utilities,Utilities,88.3
2008-07-01,Pharmaceuticals,Manufacturing,149.1
2008-07-01,Mining Growth,Mining Growth,-12.4
2008-07-01,Wood and Paper Products Growth,Manufacturing Growth,4.1
2008-07-01,Chemicals Growth,Chemicals Growth,4.5
2008-07-01,Engineering and Allied Industries Growth,Aggregate Growth,13.6
2008-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.8
2008-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,4.9
2008-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.1
2008-08-01,Mining,Mining,168.1
2008-08-01,Manufacturing Total,Manufacturing,94.3
2008-08-01,Electric and Gas Utilities,Utilities,87.2
2008-08-01,Pharmaceuticals,Manufacturing,132.2
2008-08-01,Mining Growth,Mining Growth,-8.9
2008-08-01,Wood and Paper Products Growth,Manufacturing Growth,-7.7
2008-08-01,Chemicals Growth,Chemicals Growth,-5.2
2008-08-01,Engineering and Allied Industries Growth,Aggregate Growth,-2.5
2008-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,-5.5
2008-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-7
2008-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.5
2008-09-01,Mining,Mining,177.6
2008-09-01,Manufacturing Total,Manufacturing,93.9
2008-09-01,Electric and Gas Utilities,Utilities,84.8
2008-09-01,Pharmaceuticals,Manufacturing,139.5
2008-09-01,Mining Growth,Mining Growth,1.2
2008-09-01,Wood and Paper Products Growth,Manufacturing Growth,2.6
2008-09-01,Chemicals Growth,Chemicals Growth,10.3
2008-09-01,Engineering and Allied Industries Growth,Aggregate Growth,8.6
2008-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,5.7
2008-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,4.3
2008-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.9
2008-10-01,Mining,Mining,166.4
2008-10-01,Manufacturing Total,Manufacturing,94.2
2008-10-01,Electric and Gas Utilities,Utilities,92.1
2008-10-01,Pharmaceuticals,Manufacturing,152.3
2008-10-01,Mining Growth,Mining Growth,-10.6
2008-10-01,Wood and Paper Products Growth,Manufacturing Growth,-9.7
2008-10-01,Chemicals Growth,Chemicals Growth,-3.3
2008-10-01,Engineering and Allied Industries Growth,Aggregate Growth,5.5
2008-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,0.9
2008-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-0.1
2008-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.7
2008-11-01,Mining,Mining,162.4
2008-11-01,Manufacturing Total,Manufacturing,89.8
2008-11-01,Electric and Gas Utilities,Utilities,88.9
2008-11-01,Pharmaceuticals,Manufacturing,124.1
2008-11-01,Mining Growth,Mining Growth,-11.3
2008-11-01,Wood and Paper Products Growth,Manufacturing Growth,-17.5
2008-11-01,Chemicals Growth,Chemicals Growth,-17
2008-11-01,Engineering and Allied Industries Growth,Aggregate Growth,-5.4
2008-11-01,MIG Consumer Goods Growth,Consumer Goods Growth,-7.9
2008-11-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-10
2008-11-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.3
2008-12-01,Mining,Mining,162.1
2008-12-01,Manufacturing Total,Manufacturing,89.2
2008-12-01,Electric and Gas Utilities,Utilities,91.1
2008-12-01,Pharmaceuticals,Manufacturing,136.8
2008-12-01,Mining Growth,Mining Growth,-12.2
2008-12-01,Wood and Paper Products Growth,Manufacturing Growth,-3.4
2008-12-01,Chemicals Growth,Chemicals Growth,-8.7
2008-12-01,Engineering and Allied Industries Growth,Aggregate Growth,0.2
2008-12-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.3
2008-12-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,3.5
2008-12-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.2
2009-01-01,Mining,Mining,162.6
2009-01-01,Manufacturing Total,Manufacturing,86.4
2009-01-01,Electric and Gas Utilities,Utilities,90.1
2009-01-01,Pharmaceuticals,Manufacturing,131.3
2009-01-01,Mining Growth,Mining Growth,-6.8
2009-01-01,Wood and Paper Products Growth,Manufacturing Growth,-8.7
2009-01-01,Chemicals Growth,Chemicals Growth,-14.3
2009-01-01,Engineering and Allied Industries Growth,Aggregate Growth,-14.8
2009-01-01,MIG Consumer Goods Growth,Consumer Goods Growth,-7
2009-01-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-8.3
2009-01-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.3
2009-02-01,Mining,Mining,162.1
2009-02-01,Manufacturing Total,Manufacturing,86.4
2009-02-01,Electric and Gas Utilities,Utilities,89.2
2009-02-01,Pharmaceuticals,Manufacturing,128.9
2009-02-01,Mining Growth,Mining Growth,-8.4
2009-02-01,Wood and Paper Products Growth,Manufacturing Growth,-12
2009-02-01,Chemicals Growth,Chemicals Growth,-14
2009-02-01,Engineering and Allied Industries Growth,Aggregate Growth,-18.8
2009-02-01,MIG Consumer Goods Growth,Consumer Goods Growth,-6.8
2009-02-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-7.4
2009-02-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.5
2009-03-01,Mining,Mining,156.2
2009-03-01,Manufacturing Total,Manufacturing,85.9
2009-03-01,Electric and Gas Utilities,Utilities,89
2009-03-01,Pharmaceuticals,Manufacturing,139.5
2009-03-01,Mining Growth,Mining Growth,-8.2
2009-03-01,Wood and Paper Products Growth,Manufacturing Growth,-1.5
2009-03-01,Chemicals Growth,Chemicals Growth,1.5
2009-03-01,Engineering and Allied Industries Growth,Aggregate Growth,-8
2009-03-01,MIG Consumer Goods Growth,Consumer Goods Growth,5.9
2009-03-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,6.3
2009-03-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1
2009-04-01,Mining,Mining,162
2009-04-01,Manufacturing Total,Manufacturing,86.8
2009-04-01,Electric and Gas Utilities,Utilities,89.4
2009-04-01,Pharmaceuticals,Manufacturing,132.1
2009-04-01,Mining Growth,Mining Growth,-3.9
2009-04-01,Wood and Paper Products Growth,Manufacturing Growth,-12.5
2009-04-01,Chemicals Growth,Chemicals Growth,-5.5
2009-04-01,Engineering and Allied Industries Growth,Aggregate Growth,-17
2009-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,-0.9
2009-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-1.1
2009-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.8
2009-05-01,Mining,Mining,160.2
2009-05-01,Manufacturing Total,Manufacturing,84.9
2009-05-01,Electric and Gas Utilities,Utilities,89.8
2009-05-01,Pharmaceuticals,Manufacturing,115
2009-05-01,Mining Growth,Mining Growth,-7.6
2009-05-01,Wood and Paper Products Growth,Manufacturing Growth,-18.1
2009-05-01,Chemicals Growth,Chemicals Growth,-9.7
2009-05-01,Engineering and Allied Industries Growth,Aggregate Growth,-19.4
2009-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,-7.6
2009-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-8.3
2009-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.6
2009-06-01,Mining,Mining,162.9
2009-06-01,Manufacturing Total,Manufacturing,84.7
2009-06-01,Electric and Gas Utilities,Utilities,92.2
2009-06-01,Pharmaceuticals,Manufacturing,118.6
2009-06-01,Mining Growth,Mining Growth,-5.6
2009-06-01,Wood and Paper Products Growth,Manufacturing Growth,-7.3
2009-06-01,Chemicals Growth,Chemicals Growth,0.7
2009-06-01,Engineering and Allied Industries Growth,Aggregate Growth,-12.7
2009-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,-0.7
2009-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-1.9
2009-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.3
2009-07-01,Mining,Mining,166.4
2009-07-01,Manufacturing Total,Manufacturing,84.8
2009-07-01,Electric and Gas Utilities,Utilities,95.4
2009-07-01,Pharmaceuticals,Manufacturing,120.2
2009-07-01,Mining Growth,Mining Growth,0.1
2009-07-01,Wood and Paper Products Growth,Manufacturing Growth,-10.7
2009-07-01,Chemicals Growth,Chemicals Growth,-7.6
2009-07-01,Engineering and Allied Industries Growth,Aggregate Growth,-18
2009-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,-3.9
2009-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-4.9
2009-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-4.7
2009-08-01,Mining,Mining,149.1
2009-08-01,Manufacturing Total,Manufacturing,84.8
2009-08-01,Electric and Gas Utilities,Utilities,92.1
2009-08-01,Pharmaceuticals,Manufacturing,106.1
2009-08-01,Mining Growth,Mining Growth,-13.9
2009-08-01,Wood and Paper Products Growth,Manufacturing Growth,-9.2
2009-08-01,Chemicals Growth,Chemicals Growth,-6.1
2009-08-01,Engineering and Allied Industries Growth,Aggregate Growth,-16.2
2009-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,-6.2
2009-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-7.4
2009-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-5.2
2009-09-01,Mining,Mining,144.6
2009-09-01,Manufacturing Total,Manufacturing,85
2009-09-01,Electric and Gas Utilities,Utilities,91.9
2009-09-01,Pharmaceuticals,Manufacturing,115.8
2009-09-01,Mining Growth,Mining Growth,-19.9
2009-09-01,Wood and Paper Products Growth,Manufacturing Growth,-8
2009-09-01,Chemicals Growth,Chemicals Growth,-5.9
2009-09-01,Engineering and Allied Industries Growth,Aggregate Growth,-14.5
2009-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,-2.9
2009-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-6.1
2009-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-4
2009-10-01,Mining,Mining,152.8
2009-10-01,Manufacturing Total,Manufacturing,85.1
2009-10-01,Electric and Gas Utilities,Utilities,88.6
2009-10-01,Pharmaceuticals,Manufacturing,110.7
2009-10-01,Mining Growth,Mining Growth,-8.2
2009-10-01,Wood and Paper Products Growth,Manufacturing Growth,-10.3
2009-10-01,Chemicals Growth,Chemicals Growth,0.5
2009-10-01,Engineering and Allied Industries Growth,Aggregate Growth,-15.6
2009-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,-8.8
2009-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-13
2009-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-3.5
2009-11-01,Mining,Mining,150.2
2009-11-01,Manufacturing Total,Manufacturing,85.4
2009-11-01,Electric and Gas Utilities,Utilities,86.4
2009-11-01,Pharmaceuticals,Manufacturing,110.3
2009-11-01,Mining Growth,Mining Growth,-6.9
2009-11-01,Wood and Paper Products Growth,Manufacturing Growth,-1.3
2009-11-01,Chemicals Growth,Chemicals Growth,16.4
2009-11-01,Engineering and Allied Industries Growth,Aggregate Growth,-6.8
2009-11-01,MIG Consumer Goods Growth,Consumer Goods Growth,-0.5
2009-11-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-4.7
2009-11-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.9
2009-12-01,Mining,Mining,146.9
2009-12-01,Manufacturing Total,Manufacturing,85.3
2009-12-01,Electric and Gas Utilities,Utilities,88.6
2009-12-01,Pharmaceuticals,Manufacturing,101.5
2009-12-01,Mining Growth,Mining Growth,-10.3
2009-12-01,Wood and Paper Products Growth,Manufacturing Growth,-8.2
2009-12-01,Chemicals Growth,Chemicals Growth,16.3
2009-12-01,Engineering and Allied Industries Growth,Aggregate Growth,-7.1
2009-12-01,MIG Consumer Goods Growth,Consumer Goods Growth,-6.4
2009-12-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-11
2009-12-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.4
2010-01-01,Mining,Mining,150.1
2010-01-01,Manufacturing Total,Manufacturing,84.1
2010-01-01,Electric and Gas Utilities,Utilities,93.2
2010-01-01,Pharmaceuticals,Manufacturing,118.9
2010-01-01,Mining Growth,Mining Growth,-8.1
2010-01-01,Wood and Paper Products Growth,Manufacturing Growth,-9.2
2010-01-01,Chemicals Growth,Chemicals Growth,10.2
2010-01-01,Engineering and Allied Industries Growth,Aggregate Growth,-8.2
2010-01-01,MIG Consumer Goods Growth,Consumer Goods Growth,-8
2010-01-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-9.2
2010-01-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.7
2010-02-01,Mining,Mining,147
2010-02-01,Manufacturing Total,Manufacturing,85.6
2010-02-01,Electric and Gas Utilities,Utilities,91
2010-02-01,Pharmaceuticals,Manufacturing,111.4
2010-02-01,Mining Growth,Mining Growth,-9.5
2010-02-01,Wood and Paper Products Growth,Manufacturing Growth,-1.5
2010-02-01,Chemicals Growth,Chemicals Growth,17.3
2010-02-01,Engineering and Allied Industries Growth,Aggregate Growth,-1.7
2010-02-01,MIG Consumer Goods Growth,Consumer Goods Growth,-5.4
2010-02-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-8.1
2010-02-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.8
2010-03-01,Mining,Mining,153.1
2010-03-01,Manufacturing Total,Manufacturing,87
2010-03-01,Electric and Gas Utilities,Utilities,87.8
2010-03-01,Pharmaceuticals,Manufacturing,134.8
2010-03-01,Mining Growth,Mining Growth,-3.1
2010-03-01,Wood and Paper Products Growth,Manufacturing Growth,2.9
2010-03-01,Chemicals Growth,Chemicals Growth,16.8
2010-03-01,Engineering and Allied Industries Growth,Aggregate Growth,2
2010-03-01,MIG Consumer Goods Growth,Consumer Goods Growth,-0.9
2010-03-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-3.5
2010-03-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.5
2010-04-01,Mining,Mining,149.5
2010-04-01,Manufacturing Total,Manufacturing,85.4
2010-04-01,Electric and Gas Utilities,Utilities,85.5
2010-04-01,Pharmaceuticals,Manufacturing,115.9
2010-04-01,Mining Growth,Mining Growth,-8.1
2010-04-01,Wood and Paper Products Growth,Manufacturing Growth,0.4
2010-04-01,Chemicals Growth,Chemicals Growth,12.8
2010-04-01,Engineering and Allied Industries Growth,Aggregate Growth,-4.5
2010-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,-8.5
2010-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-10.4
2010-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.6
2010-05-01,Mining,Mining,147.2
2010-05-01,Manufacturing Total,Manufacturing,86
2010-05-01,Electric and Gas Utilities,Utilities,85
2010-05-01,Pharmaceuticals,Manufacturing,107
2010-05-01,Mining Growth,Mining Growth,-8.9
2010-05-01,Wood and Paper Products Growth,Manufacturing Growth,6.7
2010-05-01,Chemicals Growth,Chemicals Growth,8.4
2010-05-01,Engineering and Allied Industries Growth,Aggregate Growth,2.2
2010-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,-4.9
2010-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-6.7
2010-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.2
2010-06-01,Mining,Mining,132.5
2010-06-01,Manufacturing Total,Manufacturing,85.9
2010-06-01,Electric and Gas Utilities,Utilities,82.1
2010-06-01,Pharmaceuticals,Manufacturing,116.8
2010-06-01,Mining Growth,Mining Growth,-17.9
2010-06-01,Wood and Paper Products Growth,Manufacturing Growth,5.1
2010-06-01,Chemicals Growth,Chemicals Growth,1.4
2010-06-01,Engineering and Allied Industries Growth,Aggregate Growth,-1.5
2010-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,-3
2010-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-3.1
2010-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.6
2010-07-01,Mining,Mining,136.6
2010-07-01,Manufacturing Total,Manufacturing,85.1
2010-07-01,Electric and Gas Utilities,Utilities,80
2010-07-01,Pharmaceuticals,Manufacturing,115.4
2010-07-01,Mining Growth,Mining Growth,-17.2
2010-07-01,Wood and Paper Products Growth,Manufacturing Growth,3
2010-07-01,Chemicals Growth,Chemicals Growth,-3
2010-07-01,Engineering and Allied Industries Growth,Aggregate Growth,-1.9
2010-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,-8.7
2010-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-10.4
2010-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.2
2010-08-01,Mining,Mining,135.5
2010-08-01,Manufacturing Total,Manufacturing,85.5
2010-08-01,Electric and Gas Utilities,Utilities,79.1
2010-08-01,Pharmaceuticals,Manufacturing,122.3
2010-08-01,Mining Growth,Mining Growth,-5.9
2010-08-01,Wood and Paper Products Growth,Manufacturing Growth,6
2010-08-01,Chemicals Growth,Chemicals Growth,-3.8
2010-08-01,Engineering and Allied Industries Growth,Aggregate Growth,4.8
2010-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,2
2010-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,1.2
2010-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.1
2010-09-01,Mining,Mining,131.2
2010-09-01,Manufacturing Total,Manufacturing,84.8
2010-09-01,Electric and Gas Utilities,Utilities,79.3
2010-09-01,Pharmaceuticals,Manufacturing,124.4
2010-09-01,Mining Growth,Mining Growth,-8.2
2010-09-01,Wood and Paper Products Growth,Manufacturing Growth,-0.2
2010-09-01,Chemicals Growth,Chemicals Growth,-9
2010-09-01,Engineering and Allied Industries Growth,Aggregate Growth,1.3
2010-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,-5.6
2010-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-4.7
2010-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.6
2010-10-01,Mining,Mining,127.7
2010-10-01,Manufacturing Total,Manufacturing,87
2010-10-01,Electric and Gas Utilities,Utilities,81.5
2010-10-01,Pharmaceuticals,Manufacturing,123.6
2010-10-01,Mining Growth,Mining Growth,-18
2010-10-01,Wood and Paper Products Growth,Manufacturing Growth,3.9
2010-10-01,Chemicals Growth,Chemicals Growth,-16.5
2010-10-01,Engineering and Allied Industries Growth,Aggregate Growth,2.5
2010-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,-5.5
2010-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-4.3
2010-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0
2010-11-01,Mining,Mining,123
2010-11-01,Manufacturing Total,Manufacturing,85.2
2010-11-01,Electric and Gas Utilities,Utilities,82.2
2010-11-01,Pharmaceuticals,Manufacturing,108.2
2010-11-01,Mining Growth,Mining Growth,-18.6
2010-11-01,Wood and Paper Products Growth,Manufacturing Growth,4.1
2010-11-01,Chemicals Growth,Chemicals Growth,-12.7
2010-11-01,Engineering and Allied Industries Growth,Aggregate Growth,7.3
2010-11-01,MIG Consumer Goods Growth,Consumer Goods Growth,-4.3
2010-11-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-3.9
2010-11-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1
2010-12-01,Mining,Mining,117.1
2010-12-01,Manufacturing Total,Manufacturing,83.5
2010-12-01,Electric and Gas Utilities,Utilities,89.8
2010-12-01,Pharmaceuticals,Manufacturing,91.1
2010-12-01,Mining Growth,Mining Growth,-20.5
2010-12-01,Wood and Paper Products Growth,Manufacturing Growth,-0.2
2010-12-01,Chemicals Growth,Chemicals Growth,-24.9
2010-12-01,Engineering and Allied Industries Growth,Aggregate Growth,7.1
2010-12-01,MIG Consumer Goods Growth,Consumer Goods Growth,-4.4
2010-12-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-5.2
2010-12-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.4
2011-01-01,Mining,Mining,122.7
2011-01-01,Manufacturing Total,Manufacturing,84.6
2011-01-01,Electric and Gas Utilities,Utilities,80.3
2011-01-01,Pharmaceuticals,Manufacturing,114.5
2011-01-01,Mining Growth,Mining Growth,-18.5
2011-01-01,Wood and Paper Products Growth,Manufacturing Growth,-3.5
2011-01-01,Chemicals Growth,Chemicals Growth,-26.1
2011-01-01,Engineering and Allied Industries Growth,Aggregate Growth,13
2011-01-01,MIG Consumer Goods Growth,Consumer Goods Growth,-5.7
2011-01-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-8.1
2011-01-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-5.3
2011-02-01,Mining,Mining,108
2011-02-01,Manufacturing Total,Manufacturing,84.1
2011-02-01,Electric and Gas Utilities,Utilities,76.3
2011-02-01,Pharmaceuticals,Manufacturing,100.2
2011-02-01,Mining Growth,Mining Growth,-26.8
2011-02-01,Wood and Paper Products Growth,Manufacturing Growth,-8.8
2011-02-01,Chemicals Growth,Chemicals Growth,-33.4
2011-02-01,Engineering and Allied Industries Growth,Aggregate Growth,12.2
2011-02-01,MIG Consumer Goods Growth,Consumer Goods Growth,-7
2011-02-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-10.1
2011-02-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-5.3
2011-03-01,Mining,Mining,106.8
2011-03-01,Manufacturing Total,Manufacturing,83.4
2011-03-01,Electric and Gas Utilities,Utilities,77.1
2011-03-01,Pharmaceuticals,Manufacturing,118
2011-03-01,Mining Growth,Mining Growth,-29.6
2011-03-01,Wood and Paper Products Growth,Manufacturing Growth,-9.4
2011-03-01,Chemicals Growth,Chemicals Growth,-37.2
2011-03-01,Engineering and Allied Industries Growth,Aggregate Growth,10.7
2011-03-01,MIG Consumer Goods Growth,Consumer Goods Growth,-5.9
2011-03-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-10
2011-03-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-3.9
2011-04-01,Mining,Mining,107.4
2011-04-01,Manufacturing Total,Manufacturing,84
2011-04-01,Electric and Gas Utilities,Utilities,72.2
2011-04-01,Pharmaceuticals,Manufacturing,100.6
2011-04-01,Mining Growth,Mining Growth,-28.1
2011-04-01,Wood and Paper Products Growth,Manufacturing Growth,-12.9
2011-04-01,Chemicals Growth,Chemicals Growth,-37.2
2011-04-01,Engineering and Allied Industries Growth,Aggregate Growth,8.4
2011-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,-5.1
2011-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-8.5
2011-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.4
2011-05-01,Mining,Mining,98.3
2011-05-01,Manufacturing Total,Manufacturing,85.3
2011-05-01,Electric and Gas Utilities,Utilities,76.6
2011-05-01,Pharmaceuticals,Manufacturing,115.7
2011-05-01,Mining Growth,Mining Growth,-32.6
2011-05-01,Wood and Paper Products Growth,Manufacturing Growth,-7.5
2011-05-01,Chemicals Growth,Chemicals Growth,-33.9
2011-05-01,Engineering and Allied Industries Growth,Aggregate Growth,14.3
2011-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,1.8
2011-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-0.3
2011-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.5
2011-06-01,Mining,Mining,98.4
2011-06-01,Manufacturing Total,Manufacturing,85.1
2011-06-01,Electric and Gas Utilities,Utilities,79.6
2011-06-01,Pharmaceuticals,Manufacturing,119
2011-06-01,Mining Growth,Mining Growth,-25.4
2011-06-01,Wood and Paper Products Growth,Manufacturing Growth,-9.2
2011-06-01,Chemicals Growth,Chemicals Growth,-30.8
2011-06-01,Engineering and Allied Industries Growth,Aggregate Growth,13.8
2011-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,-0.9
2011-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-4.8
2011-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.7
2011-07-01,Mining,Mining,99.1
2011-07-01,Manufacturing Total,Manufacturing,84.9
2011-07-01,Electric and Gas Utilities,Utilities,78.7
2011-07-01,Pharmaceuticals,Manufacturing,111.5
2011-07-01,Mining Growth,Mining Growth,-27.8
2011-07-01,Wood and Paper Products Growth,Manufacturing Growth,-9.7
2011-07-01,Chemicals Growth,Chemicals Growth,-19.7
2011-07-01,Engineering and Allied Industries Growth,Aggregate Growth,10.1
2011-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,-1.5
2011-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-3.9
2011-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,3
2011-08-01,Mining,Mining,96.5
2011-08-01,Manufacturing Total,Manufacturing,85.3
2011-08-01,Electric and Gas Utilities,Utilities,79.6
2011-08-01,Pharmaceuticals,Manufacturing,123.5
2011-08-01,Mining Growth,Mining Growth,-30.6
2011-08-01,Wood and Paper Products Growth,Manufacturing Growth,-5.3
2011-08-01,Chemicals Growth,Chemicals Growth,-4.7
2011-08-01,Engineering and Allied Industries Growth,Aggregate Growth,13.9
2011-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,2
2011-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,0.8
2011-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.4
2011-09-01,Mining,Mining,95.5
2011-09-01,Manufacturing Total,Manufacturing,85.8
