Date,Short_Sector,Group,Value,Region
1977-07-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,7.989496856874645,US
1977-07-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,3.249950065511542,US
1977-07-01,Electric Power,Utilities,49.2996,US
1977-07-01,Electric Power Growth,Utilities Growth,0.9214014473024168,US
1977-07-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,10.978622553972617,US
1977-07-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,2.514970728717425,US
1977-07-01,Natural Gas,Utilities,92.5709,US
1977-07-01,Natural Gas Growth,Utilities Growth,1.9213703595233775,US
1977-07-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,-0.4010437671375433,US
1977-07-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,5.421027087398156,US
1977-08-01,Total Index,Total,48.0157,US
1977-08-01,Total Index Growth,Total Growth,0.09234668990272256,US
1977-08-01,Total Index 3mo3my Growth,Total 3mo3my Growth,9.916630637209556,US
1977-08-01,Total Index 3mo3m Growth,Total 3mo3m Growth,1.7427155874302658,US
1977-08-01,Final Products,Products,51.2809,US
1977-08-01,Final Products Growth,Products Growth,0.3284878602312524,US
1977-08-01,Final Products 3mo3my Growth,Products 3mo3my Growth,10.80946143080408,US
1977-08-01,Final Products 3mo3m Growth,Products 3mo3m Growth,2.2566658154301367,US
1977-08-01,Consumer Goods,Consumer Goods,66.3836,US
1977-08-01,Consumer Goods Growth,Consumer Goods Growth,0.19424978378956848,US
1977-08-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,7.815544407944719,US
1977-08-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,1.186208399216837,US
1977-08-01,Durable Consumer Goods,Consumer Goods,49.7347,US
1977-08-01,Durable Consumer Goods Growth,Consumer Goods Growth,0.10003019019824144,US
1977-08-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,16.021615260504696,US
1977-08-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,2.6306839227414835,US
1977-08-01,Automotive Products,Consumer Goods,45.3301,US
1977-08-01,Automotive Products Growth,Consumer Goods Growth,-0.3359504341191921,US
1977-08-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,17.900007687596762,US
1977-08-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,2.331845894097917,US
1977-08-01,Manufacturing Total,Manufacturing,43.9131,US
1977-08-01,Manufacturing Total Growth,Manufacturing Growth,-0.16164895576139535,US
1977-08-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,8.960987139461697,US
1977-08-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,1.1932209215698153,US
1977-08-01,Durable Manufacturing,Manufacturing,25.6644,US
1977-08-01,Durable Manufacturing Growth,Manufacturing Growth,0.25861193365159796,US
1977-08-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,11.602873067528696,US
1977-08-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.6016923541855688,US
1977-08-01,Nondurable Manufacturing,Manufacturing,81.5936,US
1977-08-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.24929138095630687,US
1977-08-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,8.77629559105908,US
1977-08-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.3352716509832163,US
1977-08-01,Mining,Mining,85.0476,US
1977-08-01,Mining Growth,Mining Growth,-2.302082902554337,US
1977-08-01,Mining 3mo3my Growth,Mining 3mo3my Growth,2.5426818491280256,US
1977-08-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-1.321082752437519,US
1977-08-01,Electric and Gas Utilities,Utilities,54.5699,US
1977-08-01,Electric and Gas Utilities Growth,Utilities Growth,-1.6145200431259998,US
1977-08-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,7.878764479269806,US
1977-08-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,3.0780264415020575,US
1977-08-01,Electric Power,Utilities,48.5307,US
1977-08-01,Electric Power Growth,Utilities Growth,-1.5596475427792411,US
1977-08-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,10.041734592598209,US
1977-08-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,1.8113391943649804,US
1977-08-01,Natural Gas,Utilities,90.9409,US
1977-08-01,Natural Gas Growth,Utilities Growth,-1.7608125231579177,US
1977-08-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,1.7624789399457663,US
1977-08-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,6.871024781096358,US
1977-09-01,Total Index,Total,48.2097,US
1977-09-01,Total Index Growth,Total Growth,0.40403451371113785,US
1977-09-01,Total Index 3mo3my Growth,Total 3mo3my Growth,9.771560465526983,US
1977-09-01,Total Index 3mo3m Growth,Total 3mo3m Growth,1.1061624241336163,US
1977-09-01,Final Products,Products,51.389,US
1977-09-01,Final Products Growth,Products Growth,0.2107997324539923,US
1977-09-01,Final Products 3mo3my Growth,Products 3mo3my Growth,10.7898073570307,US
1977-09-01,Final Products 3mo3m Growth,Products 3mo3m Growth,1.5462096535093115,US
1977-09-01,Consumer Goods,Consumer Goods,66.4926,US
1977-09-01,Consumer Goods Growth,Consumer Goods Growth,0.16419718123150684,US
1977-09-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,7.75696509403585,US
1977-09-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.8817542476693196,US
1977-09-01,Durable Consumer Goods,Consumer Goods,49.922,US
1977-09-01,Durable Consumer Goods Growth,Consumer Goods Growth,0.37659823020950167,US
1977-09-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,16.311003391002686,US
1977-09-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,1.705768981932354,US
1977-09-01,Automotive Products,Consumer Goods,45.0326,US
1977-09-01,Automotive Products Growth,Consumer Goods Growth,-0.6562968094047883,US
1977-09-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,18.06706182968587,US
1977-09-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,1.1210395147819296,US
1977-09-01,Manufacturing Total,Manufacturing,44.1825,US
1977-09-01,Manufacturing Total Growth,Manufacturing Growth,0.6134843588815109,US
1977-09-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,8.683681294990041,US
1977-09-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,0.634912169086399,US
1977-09-01,Durable Manufacturing,Manufacturing,25.6916,US
1977-09-01,Durable Manufacturing Growth,Manufacturing Growth,0.10598338554574926,US
1977-09-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,10.582744285433044,US
1977-09-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.5650677323324915,US
1977-09-01,Nondurable Manufacturing,Manufacturing,81.0627,US
1977-09-01,Nondurable Manufacturing Growth,Manufacturing Growth,-0.6506637775511637,US
1977-09-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,8.837509242717069,US
1977-09-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.7711222461025624,US
1977-09-01,Mining,Mining,87.9772,US
1977-09-01,Mining Growth,Mining Growth,3.444659226127489,US
1977-09-01,Mining 3mo3my Growth,Mining 3mo3my Growth,3.3259596161853144,US
1977-09-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.4688834664617447,US
1977-09-01,Electric and Gas Utilities,Utilities,54.7738,US
1977-09-01,Electric and Gas Utilities Growth,Utilities Growth,0.3736492095459232,US
1977-09-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,7.369030696205403,US
1977-09-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,1.6264890110093466,US
1977-09-01,Electric Power,Utilities,48.5918,US
1977-09-01,Electric Power Growth,Utilities Growth,0.12589968823857323,US
1977-09-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,9.433639337548083,US
1977-09-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,0.7267188889813703,US
1977-09-01,Natural Gas,Utilities,91.9218,US
1977-09-01,Natural Gas Growth,Utilities Growth,1.078612593453565,US
1977-09-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,1.4805360937780732,US
1977-09-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,4.257731221229966,US
1977-10-01,Total Index,Total,48.2839,US
1977-10-01,Total Index Growth,Total Growth,0.1539109349363299,US
1977-10-01,Total Index 3mo3my Growth,Total 3mo3my Growth,9.614757368747618,US
1977-10-01,Total Index 3mo3m Growth,Total 3mo3m Growth,0.7604308224799183,US
1977-10-01,Final Products,Products,51.3641,US
1977-10-01,Final Products Growth,Products Growth,-0.04845394928876256,US
1977-10-01,Final Products 3mo3my Growth,Products 3mo3my Growth,10.47201300126368,US
1977-10-01,Final Products 3mo3m Growth,Products 3mo3m Growth,1.0017291088958211,US
1977-10-01,Consumer Goods,Consumer Goods,66.9984,US
1977-10-01,Consumer Goods Growth,Consumer Goods Growth,0.7606861515416785,US
1977-10-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,7.765551294348394,US
1977-10-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.940089317322923,US
1977-10-01,Durable Consumer Goods,Consumer Goods,49.9362,US
1977-10-01,Durable Consumer Goods Growth,Consumer Goods Growth,0.02844437322222504,US
1977-10-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,16.333953395775058,US
1977-10-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,1.0526593107287097,US
1977-10-01,Automotive Products,Consumer Goods,44.8935,US
1977-10-01,Automotive Products Growth,Consumer Goods Growth,-0.30888733939412605,US
1977-10-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,17.62472432289528,US
1977-10-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.02239691321752612,US
1977-10-01,Manufacturing Total,Manufacturing,44.3469,US
1977-10-01,Manufacturing Total Growth,Manufacturing Growth,0.37209302325582616,US
1977-10-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,8.697971594942722,US
1977-10-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,0.5015878556550168,US
1977-10-01,Durable Manufacturing,Manufacturing,25.9759,US
1977-10-01,Durable Manufacturing Growth,Manufacturing Growth,1.1065873670771609,US
1977-10-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,10.242161850848142,US
1977-10-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.6553566129191779,US
1977-10-01,Nondurable Manufacturing,Manufacturing,81.231,US
1977-10-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.2076170667890231,US
1977-10-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,8.918130744290309,US
1977-10-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.1604128515910075,US
1977-10-01,Mining,Mining,87.8862,US
1977-10-01,Mining Growth,Mining Growth,-0.10343589020791466,US
1977-10-01,Mining 3mo3my Growth,Mining 3mo3my Growth,4.109706015204395,US
1977-10-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.03957637570050076,US
1977-10-01,Electric and Gas Utilities,Utilities,54.781,US
1977-10-01,Electric and Gas Utilities Growth,Utilities Growth,0.01314497077069543,US
1977-10-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,6.573926888691495,US
1977-10-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-0.1570115608202305,US
1977-10-01,Electric Power,Utilities,48.4742,US
1977-10-01,Electric Power Growth,Utilities Growth,-0.24201614264134363,US
1977-10-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,8.781056724330893,US
1977-10-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,-0.8526457145036415,US
1977-10-01,Natural Gas,Utilities,92.5988,US
1977-10-01,Natural Gas Growth,Utilities Growth,0.7364955864658684,US
1977-10-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,0.2154478510331792,US
1977-10-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,1.8614594072498436,US
1977-11-01,Total Index,Total,48.3755,US
1977-11-01,Total Index Growth,Total Growth,0.18971127021636391,US
1977-11-01,Total Index 3mo3my Growth,Total 3mo3my Growth,9.394201399245649,US
1977-11-01,Total Index 3mo3m Growth,Total 3mo3m Growth,0.6780714056378034,US
1977-11-01,Final Products,Products,51.4458,US
1977-11-01,Final Products Growth,Products Growth,0.1590605111352117,US
1977-11-01,Final Products 3mo3my Growth,Products 3mo3my Growth,10.21402544232448,US
1977-11-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.5454400817931804,US
1977-11-01,Consumer Goods,Consumer Goods,67.0889,US
1977-11-01,Consumer Goods Growth,Consumer Goods Growth,0.13507785260542526,US
1977-11-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,7.95014636083824,US
1977-11-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.91425604502251,US
1977-11-01,Durable Consumer Goods,Consumer Goods,49.942,US
1977-11-01,Durable Consumer Goods Growth,Consumer Goods Growth,0.01161482051097451,US
1977-11-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,15.888187388937403,US
1977-11-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.4909155796936071,US
1977-11-01,Automotive Products,Consumer Goods,43.8995,US
1977-11-01,Automotive Products Growth,Consumer Goods Growth,-2.214128994175102,US
1977-11-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,15.410673013901842,US
1977-11-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.954885895999736,US
1977-11-01,Manufacturing Total,Manufacturing,44.4459,US
1977-11-01,Manufacturing Total Growth,Manufacturing Growth,0.22323995589319523,US
1977-11-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,8.517691261234273,US
1977-11-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,0.8217360481911351,US
1977-11-01,Durable Manufacturing,Manufacturing,25.98,US
1977-11-01,Durable Manufacturing Growth,Manufacturing Growth,0.01578386119442942,US
1977-11-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,9.654263732290946,US
1977-11-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.8542690070632908,US
1977-11-01,Nondurable Manufacturing,Manufacturing,81.6079,US
1977-11-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.4639854242838304,US
1977-11-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,8.616882845057837,US
1977-11-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,-0.05798156145367939,US
1977-11-01,Mining,Mining,88.5635,US
1977-11-01,Mining Growth,Mining Growth,0.7706556888339655,US
1977-11-01,Mining 3mo3my Growth,Mining 3mo3my Growth,5.574518085782154,US
1977-11-01,Mining 3mo3m Growth,Mining 3mo3m Growth,2.189982149489045,US
1977-11-01,Electric and Gas Utilities,Utilities,54.0569,US
1977-11-01,Electric and Gas Utilities Growth,Utilities Growth,-1.3218086562859388,US
1977-11-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,5.658185340652233,US
1977-11-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-0.7530340648735256,US
1977-11-01,Electric Power,Utilities,47.9417,US
1977-11-01,Electric Power Growth,Utilities Growth,-1.0985225130069276,US
1977-11-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,7.835105825240563,US
1977-11-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,-1.139966103035317,US
1977-11-01,Natural Gas,Utilities,90.8085,US
1977-11-01,Natural Gas Growth,Utilities Growth,-1.9333943852404167,US
1977-11-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,-0.6414140411718949,US
1977-11-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,0.3614160071386374,US
1977-12-01,Total Index,Total,48.4573,US
1977-12-01,Total Index Growth,Total Growth,0.16909385949497313,US
1977-12-01,Total Index 3mo3my Growth,Total 3mo3my Growth,9.01022444808186,US
1977-12-01,Total Index 3mo3m Growth,Total 3mo3m Growth,0.6379475827480219,US
1977-12-01,Final Products,Products,51.9908,US
1977-12-01,Final Products Growth,Products Growth,1.0593673341652732,US
1977-12-01,Final Products 3mo3my Growth,Products 3mo3my Growth,10.068522322549068,US
1977-12-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.6618421163861576,US
1977-12-01,Consumer Goods,Consumer Goods,67.6708,US
1977-12-01,Consumer Goods Growth,Consumer Goods Growth,0.867356596992952,US
1977-12-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,8.258722324708412,US
1977-12-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,1.319231400820886,US
1977-12-01,Durable Consumer Goods,Consumer Goods,50.2548,US
1977-12-01,Durable Consumer Goods Growth,Consumer Goods Growth,0.6263265387850048,US
1977-12-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,15.626564389300924,US
1977-12-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.5298587065769134,US
1977-12-01,Automotive Products,Consumer Goods,44.4053,US
1977-12-01,Automotive Products Growth,Consumer Goods Growth,1.1521771318579788,US
1977-12-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,14.798905431901922,US
1977-12-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.9487565294716735,US
1977-12-01,Manufacturing Total,Manufacturing,44.1002,US
1977-12-01,Manufacturing Total Growth,Manufacturing Growth,-0.7777995270654925,US
1977-12-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,7.884945888262984,US
1977-12-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,0.615688394440328,US
1977-12-01,Durable Manufacturing,Manufacturing,26.4405,US
1977-12-01,Durable Manufacturing Growth,Manufacturing Growth,1.772517321016176,US
1977-12-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,9.981257435298874,US
1977-12-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.8741017384366288,US
1977-12-01,Nondurable Manufacturing,Manufacturing,81.6553,US
1977-12-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.05808261210005217,US
1977-12-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,8.244485155765059,US
1977-12-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.18324339164177417,US
1977-12-01,Mining,Mining,81.0714,US
1977-12-01,Mining Growth,Mining Growth,-8.45957984948653,US
1977-12-01,Mining 3mo3my Growth,Mining 3mo3my Growth,2.5658887034224698,US
1977-12-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.9825189828834736,US
1977-12-01,Electric and Gas Utilities,Utilities,54.8634,US
1977-12-01,Electric and Gas Utilities Growth,Utilities Growth,1.4919464490194656,US
1977-12-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,5.156615949504673,US
1977-12-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-0.6721716215912776,US
1977-12-01,Electric Power,Utilities,48.5088,US
1977-12-01,Electric Power Growth,Utilities Growth,1.1828950579558128,US
1977-12-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,7.339862000314046,US
1977-12-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,-1.0226598307222723,US
1977-12-01,Natural Gas,Utilities,92.9626,US
1977-12-01,Natural Gas Growth,Utilities Growth,2.3721347671198156,US
1977-12-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,-1.1815172148459951,US
1977-12-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,0.33993673974415106,US
1978-01-01,Total Index,Total,47.7512,US
1978-01-01,Total Index Growth,Total Growth,-1.4571591896370584,US
1978-01-01,Total Index 3mo3my Growth,Total 3mo3my Growth,8.256156720748331,US
1978-01-01,Total Index 3mo3m Growth,Total 3mo3m Growth,0.05169217482889898,US
1978-01-01,Final Products,Products,50.9889,US
1978-01-01,Final Products Growth,Products Growth,-1.9270717126876225,US
1978-01-01,Final Products 3mo3my Growth,Products 3mo3my Growth,9.346521669553296,US
1978-01-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.25416466494412315,US
1978-01-01,Consumer Goods,Consumer Goods,65.882,US
1978-01-01,Consumer Goods Growth,Consumer Goods Growth,-2.6433853301571664,US
1978-01-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,7.303347050974551,US
1978-01-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.3837906367292421,US
1978-01-01,Durable Consumer Goods,Consumer Goods,47.5499,US
1978-01-01,Durable Consumer Goods Growth,Consumer Goods Growth,-5.3823714351664,US
1978-01-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,12.9879813280801,US
1978-01-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.234149481693303,US
1978-01-01,Automotive Products,Consumer Goods,40.648,US
1978-01-01,Automotive Products Growth,Consumer Goods Growth,-8.461377358108136,US
1978-01-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,11.252139583678478,US
1978-01-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,-4.660340893800042,US
1978-01-01,Manufacturing Total,Manufacturing,43.6822,US
1978-01-01,Manufacturing Total Growth,Manufacturing Growth,-0.9478415063877256,US
1978-01-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,7.098061227217167,US
1978-01-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,-0.16173056231950644,US
1978-01-01,Durable Manufacturing,Manufacturing,26.0371,US
1978-01-01,Durable Manufacturing Growth,Manufacturing Growth,-1.5256897562451632,US
1978-01-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,10.101713182297868,US
1978-01-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.4556735318801195,US
1978-01-01,Nondurable Manufacturing,Manufacturing,82.0471,US
1978-01-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.47982188541344506,US
1978-01-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,8.031374904656307,US
1978-01-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.5834662157480075,US
1978-01-01,Mining,Mining,79.2407,US
1978-01-01,Mining Growth,Mining Growth,-2.2581329544080764,US
1978-01-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-1.3535977955579703,US
1978-01-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-4.612837327671116,US
1978-01-01,Electric and Gas Utilities,Utilities,54.9522,US
1978-01-01,Electric and Gas Utilities Growth,Utilities Growth,0.1618565382386139,US
1978-01-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,4.48266979848484,US
1978-01-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-0.1536636472145858,US
1978-01-01,Electric Power,Utilities,49.1558,US
1978-01-01,Electric Power Growth,Utilities Growth,1.3337786133649887,US
1978-01-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,6.974886968583371,US
1978-01-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,0.00659355603527256,US
1978-01-01,Natural Gas,Utilities,90.0777,US
1978-01-01,Natural Gas Growth,Utilities Growth,-3.103291000897135,US
1978-01-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,-2.644587729929182,US
1978-01-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,-0.5854538656037245,US
1978-02-01,Total Index,Total,48.0098,US
1978-02-01,Total Index Growth,Total Growth,0.5415570708170669,US
1978-02-01,Total Index 3mo3my Growth,Total 3mo3my Growth,7.324048475737954,US
1978-02-01,Total Index 3mo3m Growth,Total 3mo3m Growth,-0.4492331352924928,US
1978-02-01,Final Products,Products,51.6101,US
1978-02-01,Final Products Growth,Products Growth,1.218304376050483,US
1978-02-01,Final Products 3mo3my Growth,Products 3mo3my Growth,8.52885260725127,US
1978-02-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.25350375391781643,US
1978-02-01,Consumer Goods,Consumer Goods,66.9695,US
1978-02-01,Consumer Goods Growth,Consumer Goods Growth,1.6506784857775791,US
1978-02-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,6.315949648427566,US
1978-02-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.02871673582449663,US
1978-02-01,Durable Consumer Goods,Consumer Goods,48.7526,US
1978-02-01,Durable Consumer Goods Growth,Consumer Goods Growth,2.5293428587652045,US
1978-02-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,10.629238028595324,US
1978-02-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.164816869403386,US
1978-02-01,Automotive Products,Consumer Goods,41.9558,US
1978-02-01,Automotive Products Growth,Consumer Goods Growth,3.217378468805343,US
1978-02-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,7.443617291261328,US
1978-02-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,-5.093569541253684,US
1978-02-01,Manufacturing Total,Manufacturing,43.603,US
1978-02-01,Manufacturing Total Growth,Manufacturing Growth,-0.18130954942745525,US
1978-02-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,6.047048473083727,US
1978-02-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,-1.195635580442378,US
1978-02-01,Durable Manufacturing,Manufacturing,26.0545,US
1978-02-01,Durable Manufacturing Growth,Manufacturing Growth,0.06682771890880179,US
1978-02-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,10.124200173041697,US
1978-02-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.1392511027399357,US
1978-02-01,Nondurable Manufacturing,Manufacturing,82.7246,US
1978-02-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.8257452122012676,US
1978-02-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,8.22047329851394,US
1978-02-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.035417561836427,US
1978-02-01,Mining,Mining,79.9855,US
1978-02-01,Mining Growth,Mining Growth,0.9399210254326328,US
1978-02-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-5.01703228030177,US
1978-02-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-9.125130612657028,US
1978-02-01,Electric and Gas Utilities,Utilities,55.8228,US
1978-02-01,Electric and Gas Utilities Growth,Utilities Growth,1.5842859794512387,US
1978-02-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,3.3777205254564624,US
1978-02-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,1.2387255923628882,US
1978-02-01,Electric Power,Utilities,49.2875,US
