Date,Short_Sector,Group,Value
1967-10-01,Nondurable Manufacturing,Manufacturing,52.6358
1967-10-01,Nondurable Manufacturing Growth,Manufacturing Growth,1.398970517977416
1967-10-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,1.7135514284277065
1967-10-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,2.394918164641413
1967-10-01,Mining,Mining,79.0278
1967-10-01,Mining Growth,Mining Growth,-0.08306624438165766
1967-10-01,Mining 3mo3my Growth,Mining 3mo3my Growth,1.6464267988488768
1967-10-01,Mining 3mo3m Growth,Mining 3mo3m Growth,2.0206922443422703
1967-10-01,Electric and Gas Utilities,Utilities,34.1343
1967-10-01,Electric and Gas Utilities Growth,Utilities Growth,4.2491524906086875
1967-10-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,4.866526219797951
1967-10-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,0.5605138347121841
1967-11-01,Total Index,Total,35.9038
1967-11-01,Total Index Growth,Total Growth,1.430040454720083
1967-11-01,Total Index 3mo3my Growth,Total 3mo3my Growth,2.7701079823496677
1967-11-01,Total Index 3mo3m Growth,Total 3mo3m Growth,2.0624845342433584
1967-11-01,Final Products,Products,38.4153
1967-11-01,Final Products Growth,Products Growth,1.6213256301187418
1967-11-01,Final Products 3mo3my Growth,Products 3mo3my Growth,4.853488879820267
1967-11-01,Final Products 3mo3m Growth,Products 3mo3m Growth,1.7533163541246788
1967-11-01,Consumer Goods,Consumer Goods,48.9707
1967-11-01,Consumer Goods Growth,Consumer Goods Growth,2.125906909718811
1967-11-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,3.9900537039426753
1967-11-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,2.418971175707907
1967-11-01,Durable Consumer Goods,Consumer Goods,33.7606
1967-11-01,Durable Consumer Goods Growth,Consumer Goods Growth,5.5873347490625225
1967-11-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,-1.0959660141580563
1967-11-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,4.038273678437698
1967-11-01,Automotive Products,Consumer Goods,28.9456
1967-11-01,Automotive Products Growth,Consumer Goods Growth,8.696680773722566
1967-11-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,-6.958289723303579
1967-11-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,1.170760939124138
1967-11-01,Manufacturing Total,Manufacturing,32.4617
1967-11-01,Manufacturing Total Growth,Manufacturing Growth,1.1126166113784697
1967-11-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,-0.5640573291301965
1967-11-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,2.519477255591851
1967-11-01,Durable Manufacturing,Manufacturing,19.6019
1967-11-01,Durable Manufacturing Growth,Manufacturing Growth,1.5268994307793715
1967-11-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-3.7745826095028523
1967-11-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,2.0526523974860433
1967-11-01,Nondurable Manufacturing,Manufacturing,53.6259
1967-11-01,Nondurable Manufacturing Growth,Manufacturing Growth,1.8810391406609117
1967-11-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,2.6443836455621206
1967-11-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,3.7754343514400324
1967-11-01,Mining,Mining,78.6465
1967-11-01,Mining Growth,Mining Growth,-0.4824884407765295
1967-11-01,Mining 3mo3my Growth,Mining 3mo3my Growth,0.5459862978969499
1967-11-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.2729808744907247
1967-11-01,Electric and Gas Utilities,Utilities,34.1735
1967-11-01,Electric and Gas Utilities Growth,Utilities Growth,0.11484049768120119
1967-11-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,5.523409721025674
1967-11-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,2.9042076846074627
1967-12-01,Total Index,Total,36.2905
1967-12-01,Total Index Growth,Total Growth,1.0770447696344165
1967-12-01,Total Index 3mo3my Growth,Total 3mo3my Growth,3.371947007320153
1967-12-01,Total Index 3mo3m Growth,Total 3mo3m Growth,2.675881471047692
1967-12-01,Final Products,Products,38.7665
1967-12-01,Final Products Growth,Products Growth,0.9142190741709744
1967-12-01,Final Products 3mo3my Growth,Products 3mo3my Growth,5.5599162381722245
1967-12-01,Final Products 3mo3m Growth,Products 3mo3m Growth,2.436360461614928
1967-12-01,Consumer Goods,Consumer Goods,49.7704
1967-12-01,Consumer Goods Growth,Consumer Goods Growth,1.6330172940145937
1967-12-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,5.81767686786534
1967-12-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,3.80768188338263
1967-12-01,Durable Consumer Goods,Consumer Goods,35.1116
1967-12-01,Durable Consumer Goods Growth,Consumer Goods Growth,4.00170613081523
1967-12-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,3.6867998827889936
1967-12-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,7.253289771053417
1967-12-01,Automotive Products,Consumer Goods,31.3437
1967-12-01,Automotive Products Growth,Consumer Goods Growth,8.28485158366039
1967-12-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,1.2367046677506321
1967-12-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,7.2193816187944515
1967-12-01,Manufacturing Total,Manufacturing,32.889
1967-12-01,Manufacturing Total Growth,Manufacturing Growth,1.3163204638081183
1967-12-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,-0.02051803946029329
1967-12-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,3.0111038882106422
1967-12-01,Durable Manufacturing,Manufacturing,19.803
1967-12-01,Durable Manufacturing Growth,Manufacturing Growth,1.025920956641957
1967-12-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-3.5829591846789133
1967-12-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,2.5558614329033835
1967-12-01,Nondurable Manufacturing,Manufacturing,54.8497
1967-12-01,Nondurable Manufacturing Growth,Manufacturing Growth,2.2821062210610865
1967-12-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,4.091723452189355
1967-12-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,4.9832566486320395
1967-12-01,Mining,Mining,78.2843
1967-12-01,Mining Growth,Mining Growth,-0.4605417914338217
1967-12-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-0.030928062174739868
1967-12-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-1.3755096666868805
1967-12-01,Electric and Gas Utilities,Utilities,34.8574
1967-12-01,Electric and Gas Utilities Growth,Utilities Growth,2.0012582849283866
1967-12-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,7.106171583411625
1967-12-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,5.0938829397095375
1968-01-01,Total Index,Total,36.2514
1968-01-01,Total Index Growth,Total Growth,-0.10774169548505297
1968-01-01,Total Index 3mo3my Growth,Total 3mo3my Growth,3.60367848244445
1968-01-01,Total Index 3mo3m Growth,Total 3mo3m Growth,2.619090651877065
1968-01-01,Final Products,Products,38.5865
1968-01-01,Final Products Growth,Products Growth,-0.46431841925373973
1968-01-01,Final Products 3mo3my Growth,Products 3mo3my Growth,5.805834257940834
1968-01-01,Final Products 3mo3m Growth,Products 3mo3m Growth,2.484468200754608
1968-01-01,Consumer Goods,Consumer Goods,49.1019
1968-01-01,Consumer Goods Growth,Consumer Goods Growth,-1.34316782666003
1968-01-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,5.9082934740639415
1968-01-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,3.7546432138022112
1968-01-01,Durable Consumer Goods,Consumer Goods,34.0777
1968-01-01,Durable Consumer Goods Growth,Consumer Goods Growth,-2.9446108978229524
1968-01-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,4.408063007969321
1968-01-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,8.526993678125173
1968-01-01,Automotive Products,Consumer Goods,31.3436
1968-01-01,Automotive Products Growth,Consumer Goods Growth,-3.190433803257342e-4
1968-01-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,2.9163386169461125
1968-01-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,13.45451438844465
1968-01-01,Manufacturing Total,Manufacturing,33.0335
1968-01-01,Manufacturing Total Growth,Manufacturing Growth,0.43935662379517293
1968-01-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,0.18023118467891397
1968-01-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,2.7826820976885047
1968-01-01,Durable Manufacturing,Manufacturing,20.0312
1968-01-01,Durable Manufacturing Growth,Manufacturing Growth,1.152350653941303
1968-01-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-3.567302887329893
1968-01-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,2.601101687746965
1968-01-01,Nondurable Manufacturing,Manufacturing,54.546
1968-01-01,Nondurable Manufacturing Growth,Manufacturing Growth,-0.5536949153778448
1968-01-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,5.513345022404037
1968-01-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,4.704461039365593
1968-01-01,Mining,Mining,79.0978
1968-01-01,Mining Growth,Mining Growth,1.0391611089324515
1968-01-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-0.29148533321841086
1968-01-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-1.074013238549143
1968-01-01,Electric and Gas Utilities,Utilities,34.7155
1968-01-01,Electric and Gas Utilities Growth,Utilities Growth,-0.40708716083242
1968-01-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,7.709573766747457
1968-01-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,4.418857441925983
1968-02-01,Total Index,Total,36.3813
1968-02-01,Total Index Growth,Total Growth,0.3583309885963226
1968-02-01,Total Index 3mo3my Growth,Total 3mo3my Growth,3.740135357279595
1968-02-01,Total Index 3mo3m Growth,Total 3mo3m Growth,2.3589223121235126
1968-02-01,Final Products,Products,38.8095
1968-02-01,Final Products Growth,Products Growth,0.5779223303487013
1968-02-01,Final Products 3mo3my Growth,Products 3mo3my Growth,5.6397268122334365
1968-02-01,Final Products 3mo3m Growth,Products 3mo3m Growth,2.05484627089636
1968-02-01,Consumer Goods,Consumer Goods,49.3643
1968-02-01,Consumer Goods Growth,Consumer Goods Growth,0.5343988725487137
1968-02-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,5.517216343015696
1968-02-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,2.771297420328578
1968-02-01,Durable Consumer Goods,Consumer Goods,34.6198
1968-02-01,Durable Consumer Goods Growth,Consumer Goods Growth,1.590776372818592
1968-02-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,4.384362220195492
1968-02-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,6.877224483240396
1968-02-01,Automotive Products,Consumer Goods,31.2966
1968-02-01,Automotive Products Growth,Consumer Goods Growth,-0.1499508671626626
1968-02-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,1.9179029944054848
1968-02-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,14.543830270589119
1968-02-01,Manufacturing Total,Manufacturing,33.0356
1968-02-01,Manufacturing Total Growth,Manufacturing Growth,0.006357182859839661
1968-02-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,0.789546855918899
1968-02-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,2.791930636966944
1968-02-01,Durable Manufacturing,Manufacturing,20.1079
1968-02-01,Durable Manufacturing Growth,Manufacturing Growth,0.3829026718319639
1968-02-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-2.769212302491686
1968-02-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,3.259253644696569
1968-02-01,Nondurable Manufacturing,Manufacturing,54.1191
1968-02-01,Nondurable Manufacturing Growth,Manufacturing Growth,-0.7826421735782629
1968-02-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,6.104650596890071
1968-02-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,3.378299350134939
1968-02-01,Mining,Mining,80.2956
1968-02-01,Mining Growth,Mining Growth,1.514327832126794
1968-02-01,Mining 3mo3my Growth,Mining 3mo3my Growth,0.20160244857176934
1968-02-01,Mining 3mo3m Growth,Mining 3mo3m Growth,0.3843005678981548
1968-02-01,Electric and Gas Utilities,Utilities,34.5522
1968-02-01,Electric and Gas Utilities Growth,Utilities Growth,-0.47039506848525203
1968-02-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,7.846672991593939
1968-02-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,3.0423311839193445
1968-03-01,Total Index,Total,36.4949
1968-03-01,Total Index Growth,Total Growth,0.31224832537595226
1968-03-01,Total Index 3mo3my Growth,Total 3mo3my Growth,3.8550850425593586
1968-03-01,Total Index 3mo3m Growth,Total 3mo3m Growth,1.427337931572925
1968-03-01,Final Products,Products,38.9113
1968-03-01,Final Products Growth,Products Growth,0.2623069093907304
1968-03-01,Final Products 3mo3my Growth,Products 3mo3my Growth,5.3863258271809045
1968-03-01,Final Products 3mo3m Growth,Products 3mo3m Growth,1.1506798325334966
1968-03-01,Consumer Goods,Consumer Goods,49.6575
1968-03-01,Consumer Goods Growth,Consumer Goods Growth,0.5939514993628991
1968-03-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,4.974022909164866
1968-03-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.9757151699747002
1968-03-01,Durable Consumer Goods,Consumer Goods,34.546
1968-03-01,Durable Consumer Goods Growth,Consumer Goods Growth,-0.2131728086239626
1968-03-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,3.5049535125727393
1968-03-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,2.3770827486977675
1968-03-01,Automotive Products,Consumer Goods,31.9546
1968-03-01,Automotive Products Growth,Consumer Goods Growth,2.1024648044835503
1968-03-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,0.23279445531712017
1968-03-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,8.830980568115132
1968-03-01,Manufacturing Total,Manufacturing,33.1619
1968-03-01,Manufacturing Total Growth,Manufacturing Growth,0.3823148361161932
1968-03-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,1.4204649983851514
1968-03-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,1.8221705973616498
1968-03-01,Durable Manufacturing,Manufacturing,20.1126
1968-03-01,Durable Manufacturing Growth,Manufacturing Growth,0.023373897821254985
1968-03-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-1.4775497790052383
1968-03-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,2.622462188309038
1968-03-01,Nondurable Manufacturing,Manufacturing,54.3517
1968-03-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.4297928088234926
1968-03-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,5.7825969871289296
1968-03-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.1826599483338862
1968-03-01,Mining,Mining,80.9938
1968-03-01,Mining Growth,Mining Growth,0.8695370605612318
1968-03-01,Mining 3mo3my Growth,Mining 3mo3my Growth,0.9055114805020414
1968-03-01,Mining 3mo3m Growth,Mining 3mo3m Growth,1.8768546685732135
1968-03-01,Electric and Gas Utilities,Utilities,35.1331
1968-03-01,Electric and Gas Utilities Growth,Utilities Growth,1.6812243504031654
1968-03-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,7.820098793023145
1968-03-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,1.197690694148812
1968-04-01,Total Index,Total,36.5477
1968-04-01,Total Index Growth,Total Growth,0.1446777494937601
1968-04-01,Total Index 3mo3my Growth,Total 3mo3my Growth,4.133303388065923
1968-04-01,Total Index 3mo3m Growth,Total 3mo3m Growth,0.9020182450756753
1968-04-01,Final Products,Products,38.8123
1968-04-01,Final Products Growth,Products Growth,-0.2544248071896793
1968-04-01,Final Products 3mo3my Growth,Products 3mo3my Growth,5.170101548313966
1968-04-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.660629896094167
1968-04-01,Consumer Goods,Consumer Goods,49.5738
1968-04-01,Consumer Goods Growth,Consumer Goods Growth,-0.16855459900316783
1968-04-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,5.251243432227093
1968-04-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.5090535229939963
1968-04-01,Durable Consumer Goods,Consumer Goods,34.5785
1968-04-01,Durable Consumer Goods Growth,Consumer Goods Growth,0.09407746193481614
1968-04-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,6.334502137569031
1968-04-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.7716374663792491
1968-04-01,Automotive Products,Consumer Goods,32.2415
1968-04-01,Automotive Products Growth,Consumer Goods Growth,0.897836305258104
1968-04-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,7.071761504366725
1968-04-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,4.212242546072442
1968-04-01,Manufacturing Total,Manufacturing,33.4151
1968-04-01,Manufacturing Total Growth,Manufacturing Growth,0.7635268184271737
1968-04-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,2.4642834733467067
1968-04-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,1.2485744662252607
1968-04-01,Durable Manufacturing,Manufacturing,20.2454
1968-04-01,Durable Manufacturing Growth,Manufacturing Growth,0.6602826089118219
1968-04-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-0.0267847842584934
1968-04-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.7326170458694445
1968-04-01,Nondurable Manufacturing,Manufacturing,55.5108
1968-04-01,Nondurable Manufacturing Growth,Manufacturing Growth,2.1325919888430356
1968-04-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,6.242788123574239
1968-04-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.5888790197127403
1968-04-01,Mining,Mining,81.5558
1968-04-01,Mining Growth,Mining Growth,0.69388027231716
1968-04-01,Mining 3mo3my Growth,Mining 3mo3my Growth,1.6838355306296737
1968-04-01,Mining 3mo3m Growth,Mining 3mo3m Growth,2.8880398392397977
1968-04-01,Electric and Gas Utilities,Utilities,35.1411
1968-04-01,Electric and Gas Utilities Growth,Utilities Growth,0.022770549709538734
1968-04-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,8.020345578051868
1968-04-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,1.0409999768666856
1968-05-01,Total Index,Total,36.9577
1968-05-01,Total Index Growth,Total Growth,1.1218216194179176
1968-05-01,Total Index 3mo3my Growth,Total 3mo3my Growth,4.834576255033229
1968-05-01,Total Index 3mo3m Growth,Total 3mo3m Growth,0.9888618769922086
1968-05-01,Final Products,Products,39.1457
1968-05-01,Final Products Growth,Products Growth,0.8590060367460683
1968-05-01,Final Products 3mo3my Growth,Products 3mo3my Growth,5.220638746312045
1968-05-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.6084579791240774
1968-05-01,Consumer Goods,Consumer Goods,49.8392
1968-05-01,Consumer Goods Growth,Consumer Goods Growth,0.5353634379450467
1968-05-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,5.832894346368511
1968-05-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.5625466315336336
1968-05-01,Durable Consumer Goods,Consumer Goods,35.0167
1968-05-01,Durable Consumer Goods Growth,Consumer Goods Growth,1.2672614485879974
1968-05-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,9.031251635868687
1968-05-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.31991415010821367
1968-05-01,Automotive Products,Consumer Goods,32.7516
1968-05-01,Automotive Products Growth,Consumer Goods Growth,1.5821224198625972
1968-05-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,15.791629840193021
1968-05-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,3.153518847377046
1968-05-01,Manufacturing Total,Manufacturing,33.9236
1968-05-01,Manufacturing Total Growth,Manufacturing Growth,1.5217671052907056
1968-05-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,4.182298237411919
1968-05-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,1.5587405174513291
1968-05-01,Durable Manufacturing,Manufacturing,20.5957
1968-05-01,Durable Manufacturing Growth,Manufacturing Growth,1.7302695921048716
1968-05-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,1.9679711194717564
1968-05-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.6876285615619047
1968-05-01,Nondurable Manufacturing,Manufacturing,56.6094
1968-05-01,Nondurable Manufacturing Growth,Manufacturing Growth,1.9790743422901436
1968-05-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,8.10439257155251
1968-05-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.8084601516193288
1968-05-01,Mining,Mining,81.8853
1968-05-01,Mining Growth,Mining Growth,0.40401786261674566
1968-05-01,Mining 3mo3my Growth,Mining 3mo3my Growth,2.7257521569748144
1968-05-01,Mining 3mo3m Growth,Mining 3mo3m Growth,2.8430096723420117
1968-05-01,Electric and Gas Utilities,Utilities,35.5738
1968-05-01,Electric and Gas Utilities Growth,Utilities Growth,1.2313217286880507
1968-05-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,9.076332204249148
1968-05-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,1.6546442692491947
1968-06-01,Total Index,Total,37.0934
1968-06-01,Total Index Growth,Total Growth,0.3671765288424389
1968-06-01,Total Index 3mo3my Growth,Total 3mo3my Growth,5.838299142853565
1968-06-01,Total Index 3mo3m Growth,Total 3mo3m Growth,1.3481465733691689
1968-06-01,Final Products,Products,39.2781
1968-06-01,Final Products Growth,Products Growth,0.3382236107669634
1968-06-01,Final Products 3mo3my Growth,Products 3mo3my Growth,5.312606672535503
1968-06-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.7985741221746112
1968-06-01,Consumer Goods,Consumer Goods,50.1457
1968-06-01,Consumer Goods Growth,Consumer Goods Growth,0.6149777685034996
1968-06-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,6.225722388778454
1968-06-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.9687848737238047
1968-06-01,Durable Consumer Goods,Consumer Goods,35.3575
1968-06-01,Durable Consumer Goods Growth,Consumer Goods Growth,0.9732499064732059
1968-06-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,11.533511796530682
1968-06-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,1.6555037363126912
1968-06-01,Automotive Products,Consumer Goods,32.5272
1968-06-01,Automotive Products Growth,Consumer Goods Growth,-0.6851573663576804
1968-06-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,21.973406577188115
1968-06-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,3.092664713070925
1968-06-01,Manufacturing Total,Manufacturing,34.0606
1968-06-01,Manufacturing Total Growth,Manufacturing Growth,0.4038486481387604
1968-06-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,6.591253359907756
1968-06-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,2.185103445495873
1968-06-01,Durable Manufacturing,Manufacturing,20.6483
1968-06-01,Durable Manufacturing Growth,Manufacturing Growth,0.25539311603877124
1968-06-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,4.685616610938226
1968-06-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,2.0542158976427194
1968-06-01,Nondurable Manufacturing,Manufacturing,56.7933
1968-06-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.32485770914372214
1968-06-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,10.5136609876737
1968-06-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,3.617234542697445
1968-06-01,Mining,Mining,81.4994
1968-06-01,Mining Growth,Mining Growth,-0.4712689579204121
1968-06-01,Mining 3mo3my Growth,Mining 3mo3my Growth,3.838110552133256
1968-06-01,Mining 3mo3m Growth,Mining 3mo3m Growth,1.8941524340730265
1968-06-01,Electric and Gas Utilities,Utilities,35.9631
1968-06-01,Electric and Gas Utilities Growth,Utilities Growth,1.0943447143684448
1968-06-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,10.283612424610201
1968-06-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,2.1812093393920318
1968-07-01,Total Index,Total,37.0366
1968-07-01,Total Index Growth,Total Growth,-0.15312697137497278
1968-07-01,Total Index 3mo3my Growth,Total 3mo3my Growth,6.580209768471779
1968-07-01,Total Index 3mo3m Growth,Total 3mo3m Growth,1.5205087736773981
1968-07-01,Final Products,Products,39.1513
1968-07-01,Final Products Growth,Products Growth,-0.32282620595192046
1968-07-01,Final Products 3mo3my Growth,Products 3mo3my Growth,5.410421166161461
1968-07-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.8941665501046359
1968-07-01,Consumer Goods,Consumer Goods,50.0255
1968-07-01,Consumer Goods Growth,Consumer Goods Growth,-0.23970150980043847
1968-07-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,6.310433291284578
1968-07-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.9521143290918577
1968-07-01,Durable Consumer Goods,Consumer Goods,35.0538
1968-07-01,Durable Consumer Goods Growth,Consumer Goods Growth,-0.8589408187796077
1968-07-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,12.466970268174226
1968-07-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,1.6229325370165082
1968-07-01,Automotive Products,Consumer Goods,32.3408
1968-07-01,Automotive Products Growth,Consumer Goods Growth,-0.5730588553579774
1968-07-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,21.384953028729846
1968-07-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,2.2272906724807084
1968-07-01,Manufacturing Total,Manufacturing,34.0946
